title,companyName,location,skillsNeeded,category,description,createdAt,id
Podcast Show Hosting,Unimonks,Delhi,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Podcast Show Hosting, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,377
Digital Marketing,Hatke Design,Gurgaon,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,378
Three.JS Website Development,Impala Ventures,Work From Home,"['Recruitment', 'Communication', 'HR Tools', 'Onboarding']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,379
Lead Generation - Whatsapp Group Scraping,Top Talent Bridge,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Lead Generation - Whatsapp Group Scraping, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,380
Subject Matter Expert (SME),SwiftHire,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Subject Matter Expert (SME), applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,381
Webflow Web Development,Kshitij Agrawal,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,382
Content Writing,Affnosys India,Work From Home,"['Content Writing', 'SEO', 'Research', 'Editing', 'Creativity']",General,"Research topics, write high-quality content, and optimize for SEO to increase engagement.",2025-09-25 09:35:43.803191,383
Admin Assistance,Faiyda,Mumbai,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Admin Assistance, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,384
Search Engine Optimization (SEO),The Overseas Consultant,Mumbai,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Search Engine Optimization (SEO), applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,385
Website Development,One Basket Marketing,Mumbai,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,386
Social Media Marketing,Growth Best,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,387
Graphic Design,House Of Lions,Gurgaon,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,388
Revenue Distribution,Bnbme Holiday Homes (International Holiday Homes),Dehradun,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Revenue Distribution, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,389
Social Media Content Creation,The Foreign Language Institute,Work From Home,"['Content Writing', 'SEO', 'Research', 'Editing', 'Creativity']",General,"Research topics, write high-quality content, and optimize for SEO to increase engagement.",2025-09-25 09:35:43.803191,390
Sales,Konwert India Motors Private Limited,Bangalore,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Engage in client interactions, generate leads, and assist in business growth through effective communication.",2025-09-25 09:35:43.803191,391
E-Commerce Marketing,LEARNYARD,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,392
Flutter Development,Brihat Infotech Private Limited,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,393
Finance,CaratLane Trading Private Limited,Chennai,"['Financial Analysis', 'Excel', 'Accounting', 'Reporting']",Finance,"Assist in financial reporting, data analysis, and preparing accounting statements.",2025-09-25 09:35:43.803191,394
Customer Success,Suguna Innovations,Coimbatore,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Customer Success, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,395
Backend Development,GrayQuest Education Finance Private Limited,Mumbai,"['Node.js', 'Express.js', 'Databases', 'APIs', 'Problem Solving']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,396
Facebook Marketing,Digibulls,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,397
Content Writing,GS1India,Delhi,"['Content Writing', 'SEO', 'Research', 'Editing', 'Creativity']",General,"Research topics, write high-quality content, and optimize for SEO to increase engagement.",2025-09-25 09:35:43.803191,398
Python (Django) Development,CyberHawkz,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,399
Subject Matter Expert (Chemistry) Live Doubt,Solvitude,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Subject Matter Expert (Chemistry) Live Doubt, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,400
Social Work,Nateshwar Art And Cultural Foundation,Delhi,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Social Work, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,401
Human Resources (HR),Thinkmage,Greater Noida,"['Recruitment', 'Communication', 'HR Tools', 'Onboarding']",General,"Support recruitment, employee engagement, and onboarding processes for smooth HR operations.",2025-09-25 09:35:43.803191,402
Social Media Marketing,Avnish Mehta,Mumbai,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,403
Content Editing,Avaesa,Work From Home,"['Content Writing', 'SEO', 'Research', 'Editing', 'Creativity']",General,"Research topics, write high-quality content, and optimize for SEO to increase engagement.",2025-09-25 09:35:43.803191,404
Operations,Achievers Technologies Private Limited,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Operations, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,405
Subject Matter Expert (Sanskrit),Gyanodya Sikhshan Sansthan,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Subject Matter Expert (Sanskrit), applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,406
Video Presenting,Top Talent Bridge,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Video Presenting, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,407
Video Editing,Rahul Sharma (The Guitar School),Gurgaon,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Video Editing, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,408
Cricket Commentator (Twitter),Sportz Connect,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Cricket Commentator (Twitter), applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,409
Purchase Management,PatilKaki,Navi Mumbai,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Purchase Management, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,410
Football Event Management,Karnataka State Football Association,Bangalore,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Football Event Management, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,411
Lead Management,Unschool,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Lead Management, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,412
Business Development,Infrablue Material Technologies Pvt Ltd,Work From Home,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,413
Telecalling & Business Development (US),Sales Brigade,Work From Home,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,414
Business Development (Sales),Yodaplus Technologies,Work From Home,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,415
Business Development (Sales),A2N Air Conditioning,Mumbai,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,416
Data Entry Executive,Newtral.io,Bangalore,"['Data Analysis', 'Excel', 'SQL', 'Reporting']",General,"Analyze large datasets, generate insights, and create visualizations to support data-driven decision making.",2025-09-25 09:35:43.803191,417
Mechanical Design & Product Development,Stabiliant Precision Positioning Private Limited,Pune,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,418
Graphic Design,Allo Innoware,Work From Home,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,419
Digital Marketing,SaiyansBM,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,420
Talent Acquisition,Daks Strategies & Solutions Pvt Ltd,Delhi,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,421
Digital Marketing,Eduminatti,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,422
Sales,Edugenskill,Work From Home,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Engage in client interactions, generate leads, and assist in business growth through effective communication.",2025-09-25 09:35:43.803191,423
Operations & Research,Finance Lookup Advisors,Jaipur,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Operations & Research, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,424
Digital Marketing Analysis (PPC),Digital Mozarts India Private Limited,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,425
Shopify Web Development,Eastcommerce Marketplace LLC,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,426
Merchandising,Neora By Nehal Chopra,Jaipur,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Merchandising, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,427
Auditing & Accounting,Adjectus Services Private Limited,Hubli,"['Financial Analysis', 'Excel', 'Accounting', 'Reporting']",Finance,"Assist in financial reporting, data analysis, and preparing accounting statements.",2025-09-25 09:35:43.803191,428
Digital Marketing,Raman Velusamy,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,429
Fashion Consulting & Social Media Handling,Inaya Couture,Delhi,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Fashion Consulting & Social Media Handling, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,430
Omni Sports Leadership,Decathlon Sport India Private Limited,Ludhiana,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Omni Sports Leadership, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,431
Video Making/Editing,GELLY,Bangalore,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Video Making/Editing, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,432
Human Resources (HR),YunicSolutions,Work From Home,"['Recruitment', 'Communication', 'HR Tools', 'Onboarding']",General,"Support recruitment, employee engagement, and onboarding processes for smooth HR operations.",2025-09-25 09:35:43.803191,433
Accounting & Bookkeeping,Fitshit Health Solutions Private Limited,Mumbai,"['Financial Analysis', 'Excel', 'Accounting', 'Reporting']",Finance,"Assist in financial reporting, data analysis, and preparing accounting statements.",2025-09-25 09:35:43.803191,434
Data Operation,Kalpana Enterprises,Howrah,"['Data Analysis', 'Excel', 'SQL', 'Reporting']",General,"Analyze large datasets, generate insights, and create visualizations to support data-driven decision making.",2025-09-25 09:35:43.803191,435
Business Development,Pawzz,Work From Home,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,436
Lead Generation,Asraaz Business Solutions,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Lead Generation, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,437
Full Stack Development,Kosqu Technolabs,Navi Mumbai,"['HTML', 'CSS', 'JavaScript', 'React', 'Node.js', 'Databases']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,438
Unreal Engine Level Design,Infinityhead Studios,Work From Home,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,439
Fashion Design (NIFT),Everstylish Lifestyle Private Limited,Gurgaon,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,440
Marketing,Datsme,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,441
Illustration,ReleaseMyAd,Kolkata,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Illustration, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,442
Business Development (Sales),Mayadeep Hotels & Resorts,Work From Home,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,443
Project Management,Red Baton Creative Marketing Solutions Private Limited,Bangalore,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Project Management, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,444
Graphic Design,KPAC Marketing,Pune,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,445
HR Executive,Avlinq Solutions & Services Pvt Ltd,Noida,"['Recruitment', 'Communication', 'HR Tools', 'Onboarding']",General,"Support recruitment, employee engagement, and onboarding processes for smooth HR operations.",2025-09-25 09:35:43.803191,446
3D Artist,3D Spot,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a 3D Artist, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,447
Scientific Content Writing (Bioinformatics),Centre Of Bioinformatics Research & Technology (CBIRT),Work From Home,"['Content Writing', 'SEO', 'Research', 'Editing', 'Creativity']",General,"Research topics, write high-quality content, and optimize for SEO to increase engagement.",2025-09-25 09:35:43.803191,448
Social Media Management,Pawzz,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Social Media Management, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,449
Digital Marketing,3 Productions Wedding Planning & Décor LLP,Bangalore,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,450
Human Resources (HR),BM INNOVATIONS PRIVATE LIMITED,Hyderabad,"['Recruitment', 'Communication', 'HR Tools', 'Onboarding']",General,"Support recruitment, employee engagement, and onboarding processes for smooth HR operations.",2025-09-25 09:35:43.803191,451
Human Resources (HR),Mindfree Business Consulting Private Limited,Noida,"['Recruitment', 'Communication', 'HR Tools', 'Onboarding']",General,"Support recruitment, employee engagement, and onboarding processes for smooth HR operations.",2025-09-25 09:35:43.803191,452
Academic Writing (Technical),Helpworx Technology Private Limited,Kolkata,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Academic Writing (Technical), applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,453
Program Managment,MyCaptain - The Climber,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Program Managment, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,454
Brand Management,Sakshi Bhardwaj,Faridabad,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Brand Management, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,455
Data Entry,"MSA Software (Wylie, United States)",Work From Home,"['Data Analysis', 'Excel', 'SQL', 'Reporting']",General,"Analyze large datasets, generate insights, and create visualizations to support data-driven decision making.",2025-09-25 09:35:43.803191,456
Fashion Design,Label Nimisha,Noida,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,457
LinkedIn Marketing,Shop Assistant,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,458
Human Resources (HR),Good Flippin' Burgers,Pune,"['Recruitment', 'Communication', 'HR Tools', 'Onboarding']",General,"Support recruitment, employee engagement, and onboarding processes for smooth HR operations.",2025-09-25 09:35:43.803191,459
Business Development (Sales),BookMySuites,Agartala,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,460
Fashion Styling,Star Media Networks,Coimbatore,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Fashion Styling, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,461
Journalism,UDAAN - The Center Of Theatre Art & Child Development,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Journalism, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,462
Digital Marketing,Marketing+,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,463
Social Media Marketing,Hunt4Staffing Services,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,464
Video Editing,Regional Institute For Education Development & Health (RIEDH),Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Video Editing, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,465
Content Writing,Internshala,Gurgaon,"['Content Writing', 'SEO', 'Research', 'Editing', 'Creativity']",General,"Research topics, write high-quality content, and optimize for SEO to increase engagement.",2025-09-25 09:35:43.803191,466
Administration,Enord Private Limited,Delhi,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Administration, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,467
Social Media Marketing,Brand-it Consultancy (CSK Speaks),Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,468
Business Development (Sales),Expertrons,Hyderabad,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,469
Subject Matter Expert (SME) (English),GEMA Education Technology Private Limited,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Subject Matter Expert (SME) (English), applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,470
Operations,Shubh International,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Operations, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,471
Sales & Marketing,Liftsproplus Private Limited,Delhi,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,472
Marketing,YoursthatSenior,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,473
Influencer Marketing,CareerNinja,Mumbai,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,474
Web Development,Tour Passion,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,475
Video Creation,Top Talent Bridge,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Video Creation, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,476
Fundraising,InAmigos Foundation,Work From Home,"['Machine Learning', 'Deep Learning', 'Python', 'TensorFlow', 'Data Analysis']",General,"Work on machine learning models, AI applications, and contribute to intelligent automation solutions.",2025-09-25 09:35:43.803191,477
Human Resources (HR),Beep Innovations Private Limited,Bangalore,"['Recruitment', 'Communication', 'HR Tools', 'Onboarding']",General,"Support recruitment, employee engagement, and onboarding processes for smooth HR operations.",2025-09-25 09:35:43.803191,478
Business Development (Female),Requin Solutions Private Limited,Jaipur,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,479
Lead Generation (Whatsapp Group Scrapping),Top Talent Bridge,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Lead Generation (Whatsapp Group Scrapping), applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,480
"Content Writing (Finance, Marketing, Law, HR Research)",LR Tech Solutions,Jaipur,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Finance,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,481
Business Development (Sales),Mallsutra,Work From Home,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,482
Fashion Design And Merchandising,SV Creation,Delhi,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,483
Social Media Marketing,Biz Box Story,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,484
UI/UX Design,NextGen Techno Ventures Private Limited,Mumbai,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,485
Frontend & WordPress Development,Clever Growth Private Limited,Work From Home,"['HTML', 'CSS', 'JavaScript', 'React', 'UI/UX']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,486
Graphic Design,Quantum IT Innovation,Work From Home,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,487
Tele-Marketing,Fitness Box,Coimbatore,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,488
Business Development (Sales),Gotomate Media,Work From Home,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,489
Project Management (Sales And Marketing),HappiMynd,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,490
Anchoring,Build Your English,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Anchoring, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,491
Graphic Design,Analytics Vidhya,Gurgaon,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,492
Graphic Design & Computer Operation,Pradhan,Mumbai,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,493
Campus Ambassador,Quark BITS Pilani Goa,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Campus Ambassador, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,494
WordPress Development,Digitech24X7,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,495
Insurance Advisory,Aditya Birla Capital Limited (ABCL),Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Insurance Advisory, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,496
Photography,Buddha Education Association Incorporation,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",Media & Design,"Contribute effectively as a Photography, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,497
Interior Design (Office Design),TWF - Premium Wheat Flours,Noida,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,498
Graphic Design,GAMSYS Tech Private Limited,Navi Mumbai,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,499
Student - Business Development,FFA Hunger Helpline Foundation,Work From Home,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,500
